last_name, first_name,player_id,year,player_age,ab,hit,single,double,triple,home_run,strikeout,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,r_stolen_base_pct,xslg,xobp,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel,barrel_batted_rate,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,pitch_count_offspeed,pitch_count_fastball,pitch_count_breaking,n_bolts,sprint_speed,
Walker, Christian,572233,2023,32,369,97,45,31,0,21,77,18.4,10,.263,.518,.340,0.858,,.456,.331,89.1,17.2,32.1,32,10.8,71.4,17.7,26.2,45.3,54.7,190,971,467,,26.2,
Zunino, Mike,572287,2023,32,124,22,12,7,0,3,61,43.6,10.7,.177,.306,.271,0.577,,.274,.254,85.9,15.1,28.6,5,7.9,61.9,29.6,32.8,65.4,34.6,52,378,157,,26.1,
Carpenter, Matt,572761,2023,37,169,28,13,11,0,4,61,29.5,15.5,.166,.302,.296,0.598,,.331,.306,87,25,33.9,13,11.6,61.5,18.1,20.9,59.1,40.9,115,513,234,,25.4,
Dickerson, Corey,572816,2023,34,127,32,24,6,0,2,24,17.9,4.5,.252,.346,.284,0.630,,.380,.291,88,8.5,33.7,4,3.8,71.3,14.2,49.4,32.5,67.5,89,237,138,,26.5,
Yastrzemski, Mike,573262,2023,32,245,56,29,15,1,11,71,25.9,9.9,.229,.433,.308,0.741,,.439,.316,91,18.5,34.3,17,9.7,62.2,15.7,19.1,48.6,51.4,162,612,281,,27.2,
Contreras, Willson,575929,2023,31,303,75,42,22,0,11,80,22.9,10,.248,.429,.343,0.772,,.477,.362,91.8,10.5,35.1,27,12,69.6,16.4,31.6,49.4,50.6,153,740,389,,27.0,
Bryant, Kris,592178,2023,31,243,61,46,7,0,8,48,17.5,9.5,.251,.379,.338,0.717,,.424,.346,86,14.2,34.9,10,5.1,70.8,14.2,24.7,43.2,56.8,133,557,289,,26.5,
Canha, Mark,592192,2023,34,243,57,36,14,1,6,50,17.5,10.2,.235,.374,.333,0.707,,.370,.336,88.2,11.3,32.5,11,5.6,57,13.3,23.3,39,61,148,652,307,,27.9,
Castellanos, Nick,592206,2023,31,393,110,69,26,1,14,111,26.3,5.9,.280,.458,.322,0.780,,.438,.313,89,12.7,34,28,9.8,74.5,21.7,40,57.7,42.3,229,726,489,,27.0,
Drury, Brandon,592273,2023,30,282,78,45,17,2,14,80,26.1,5.2,.277,.500,.322,0.822,,.439,.302,89.9,12.9,35,24,11.7,67.1,19.4,34.5,47.8,52.2,78,628,374,,27.1,
Judge, Aaron,592450,2023,31,175,51,22,10,0,19,63,29.6,16.4,.291,.674,.404,1.078,,.761,.415,97.2,20.6,42.6,35,30.4,68.8,27.1,20.2,66.7,33.3,169,406,247,,26.8,
Machado, Manny,592518,2023,30,339,87,54,13,0,20,65,17.4,7.8,.257,.472,.316,0.788,,.461,.313,90.9,15.1,28.5,28,10.1,68.2,16.1,30.7,40.7,59.3,116,798,402,,26.2,
Pederson, Joc,592626,2023,31,200,49,29,8,2,10,53,21.8,14.8,.245,.455,.370,0.825,,.502,.390,91.4,12.3,32.2,19,12.8,65.5,20.9,26.8,36.3,63.1,176,551,278,,26.4,
Realmuto, J.T.,592663,2023,32,319,78,40,21,5,12,90,25.4,6.5,.245,.455,.304,0.759,,.457,.310,89.1,16,38.2,28,12,69.4,19.6,30.9,44,56,154,717,413,1,28.5,
Renfroe, Hunter,592669,2023,31,348,83,46,22,0,15,83,21.8,7.6,.239,.431,.299,0.730,,.397,.297,89.2,15.3,29.6,19,7.1,72.4,16.9,35.3,42.4,57.6,113,706,514,,26.8,
Rosario, Eddie,592696,2023,31,296,74,42,15,2,15,78,24.5,6.6,.250,.466,.299,0.765,,.437,.296,89.3,14.3,35.2,23,10.5,74,22.8,42,39.1,60.9,228,547,355,,27.6,
Yelich, Christian,592885,2023,31,372,109,69,23,2,15,88,20.8,11.6,.293,.487,.380,0.867,,.496,.386,93,4.9,30.6,28,9.9,67.5,17.2,22.3,46.6,53.4,250,960,457,8,28.2,
Merrifield, Whit,593160,2023,34,340,101,77,18,0,6,66,17.7,7,.297,.403,.349,0.752,,.354,.315,85.4,13.5,39.7,8,2.9,70.7,14.3,30.7,32.3,67.3,118,772,420,2,28.8,
Bogaerts, Xander,593428,2023,30,364,96,68,17,0,11,77,18.7,10.4,.264,.401,.345,0.746,,.391,.332,87.6,6.1,30.8,18,6.2,58.8,15.2,25.4,37.9,62.1,230,899,443,,27.6,
Polanco, Jorge,593871,2023,29,120,30,16,9,0,5,29,22.8,5.5,.250,.450,.291,0.741,,.525,.308,86.5,18.8,37.4,13,14.3,68.7,10.8,31,46.8,51.9,88,254,118,,27.4,
Duvall, Adam,594807,2023,34,139,36,16,12,1,7,48,30.4,7.6,.259,.511,.329,0.840,,.460,.307,87.6,26.2,38.3,12,12.8,65.8,19.3,32,48.1,51.9,70,303,198,,27.6,
Kiermaier, Kevin,595281,2023,33,247,68,45,13,5,5,56,20.4,7.6,.275,.429,.339,0.768,,.373,.342,87,7.2,30.9,8,4.1,71.4,20.7,26.7,51.5,47,162,516,280,,28.9,
Wallach, Chad,595453,2023,31,108,21,13,2,0,6,43,35.5,9.9,.194,.380,.275,0.655,,.409,.299,89.4,20,42.4,8,12.1,67.5,28.5,30.2,64.3,35.7,50,237,164,,24.5,
Profar, Jurickson,595777,2023,30,347,83,54,20,2,7,72,18.2,9.9,.239,.369,.320,0.689,,.347,.330,86.3,14,39.1,12,4.3,70.1,12.5,25.9,42.9,56.6,258,913,370,,25.8,
Baez, Javier,595879,2023,30,373,84,61,12,4,7,86,21.7,3.8,.225,.335,.261,0.596,,.349,.272,88,8.7,28.3,12,4.1,70.5,20.2,45.8,45.5,54.5,179,701,435,,28.1,
Gallagher, Cam,595956,2023,30,105,15,10,5,0,0,33,30,2.7,.143,.190,.173,0.363,,.229,.197,82.9,18.3,23.3,2,2.7,67.7,15.9,28.4,37.5,62.5,28,251,116,,25.5,
Hedges, Austin,595978,2023,30,160,29,23,5,0,1,39,21.1,5.9,.181,.231,.234,0.465,,.282,.269,87.5,14.3,30.8,1,0.8,72.7,18.6,33.1,41.4,56.8,62,388,165,,24.5,
Lindor, Francisco,596019,2023,29,376,87,44,22,2,19,95,22.1,9.8,.231,.452,.316,0.768,,.468,.333,91.7,18.7,39.5,33,11.5,69.9,16.9,25.7,40.3,59.7,234,968,494,1,28.1,
Odor, Rougned,596059,2023,29,138,29,15,10,0,4,37,23.6,10.8,.210,.370,.306,0.676,,.382,.331,90.1,19.9,38.6,7,6.9,71.3,16.5,28.8,50,48.9,92,299,174,,26.9,
Slater, Austin,596103,2023,30,102,30,23,3,0,4,28,24.8,8.8,.294,.441,.363,0.804,,.459,.320,91.5,11.8,32.4,8,10.8,66.5,18.4,22.5,52,48,59,243,113,,26.9,
Vogelbach, Daniel,596129,2023,30,186,42,28,7,0,7,53,24.7,13.5,.226,.376,.330,0.706,,.368,.324,91.2,12.7,27.1,9,6.8,50.1,11.6,22,39.4,60.6,111,486,313,,24.0,
Sanchez, Gary,596142,2023,30,149,31,16,5,0,10,38,22.9,8.4,.208,.443,.277,0.720,,.438,.301,88.6,15.2,30.1,13,11.5,57.7,14.4,26.8,46.5,53.5,68,338,245,,24.7,
Kepler, Max,596146,2023,30,248,58,35,9,0,14,60,21.8,7.6,.234,.440,.298,0.738,,.456,.316,91.1,12.3,33.5,19,9.9,70,12.6,25.5,41.8,58.2,163,588,270,,27.5,
Bradley Jr., Jackie,598265,2023,33,105,14,8,5,0,1,29,25.7,4.4,.133,.210,.188,0.398,,.313,.235,88.1,5.3,23.4,6,7.8,68.7,22.4,34.3,58.1,38.7,71,200,119,,27.1,
Candelario, Jeimer,600869,2023,29,354,91,44,29,2,16,84,21.1,8,.257,.486,.334,0.820,,.420,.322,88.6,15.5,37.5,20,7.4,70.5,15.6,29.1,41.7,58.3,258,822,487,,27.4,
Urias, Ramon,602104,2023,29,231,58,35,19,0,4,65,25.4,7,.251,.385,.320,0.705,,.352,.296,90.2,11.5,32.3,15,9,69.2,20.7,29.1,52.2,47.8,110,513,258,,26.5,
Ahmed, Nick,605113,2023,33,145,33,22,9,0,2,37,24.2,5.2,.228,.331,.268,0.599,,.322,.261,84.5,11.3,34.3,3,2.8,65.1,19.6,33.6,40.9,59.1,73,330,151,,28.2,
Anderson, Brian,605119,2023,30,292,67,45,11,2,9,99,29.6,10.5,.229,.373,.317,0.690,,.387,.322,87,9.4,34.2,21,10.7,68.4,23.6,27,55.6,44.4,175,746,356,,26.3,
Barnes, Austin,605131,2023,33,106,11,9,2,0,0,29,24.6,8.5,.104,.123,.186,0.309,,.272,.261,83.4,5.2,26.9,2,2.6,60,18.7,20.4,37,60.9,33,314,100,,26.3,
Bell, Josh,605137,2023,30,327,79,49,19,0,11,76,20.4,11.3,.242,.401,.328,0.729,,.454,.357,90.1,9.2,32.4,25,9.9,71.1,18.1,29,38.4,61.6,335,758,358,,25.6,
Betts, Mookie,605141,2023,30,381,105,51,26,1,27,73,16.2,13.5,.276,.562,.377,0.939,,.558,.383,92.3,20.8,39.6,39,12.5,61.2,8.9,16.2,50.4,49.6,147,1063,398,,27.2,
Caratini, Victor,605170,2023,29,129,32,26,1,0,5,33,22.3,10.1,.248,.372,.338,0.710,,.381,.339,92.8,9.4,24.7,6,6.2,64.3,15.5,21.4,39.3,60.7,97,311,138,,24.8,
Davis, J.D.,605204,2023,30,313,81,54,14,1,12,103,28.5,10.5,.259,.425,.342,0.767,,.431,.343,91.5,8.7,36.7,21,9.8,78,26,25.6,57.3,42.7,104,862,343,,25.6,
Castro, Harold,605612,2023,29,204,55,44,10,0,1,49,23,2.8,.270,.333,.288,0.621,,.355,.272,85.7,9.9,38.6,5,3.2,71.4,19.6,45.2,41.3,58.1,166,389,185,,26.5,
Arcia, Orlando,606115,2023,28,278,81,59,12,0,10,56,18.6,7.3,.291,.442,.346,0.788,,.419,.311,88.8,5.2,31.1,16,7.2,64.4,17.1,27.3,41.9,58.1,113,682,377,,25.9,
Tapia, Raimel,606132,2023,29,139,32,24,4,1,3,39,24.7,9.5,.230,.338,.308,0.646,,.345,.310,86,3.1,33.3,7,6.9,61.3,20.2,40.8,37.2,61.3,108,359,127,7,28.6,
Hernandez, Teoscar,606192,2023,30,389,93,58,17,2,16,133,31.5,5.7,.239,.416,.289,0.705,,.479,.305,90.9,12.8,35.8,38,14.6,70.3,23.8,36.1,56.3,43.7,186,847,571,3,28.4,
Marte, Ketel,606466,2023,29,367,108,66,18,7,17,68,16.3,10.1,.294,.520,.372,0.892,,.453,.360,90.9,10.7,34.1,27,8.9,65.8,12.2,24.4,41.5,58,231,816,442,2,27.5,
Haase, Eric,606992,2023,30,237,48,36,8,1,3,69,27.4,5.6,.203,.283,.246,0.529,,.318,.264,87.6,14.1,30.2,9,5.3,72.5,22.7,36.6,53.9,46.1,102,518,293,,28.0,
Nimmo, Brandon,607043,2023,30,381,100,64,17,4,15,101,22.7,11.3,.262,.446,.359,0.805,,.451,.358,91.7,11.3,34.2,28,9.9,63.5,17.4,19.8,47.2,52.3,214,1178,377,,28.2,
Peterson, Jace,607054,2023,33,274,59,44,7,2,6,75,23.8,10.8,.215,.321,.306,0.627,,.341,.305,85.8,15.2,34,12,5.9,60.6,16.4,23.1,47.1,49.3,191,681,339,,28.0,
Turner, Trea,607208,2023,30,417,102,68,20,4,10,107,23.9,6.5,.245,.384,.297,0.681,,.396,.306,89.8,14.2,36.5,20,6.5,72.2,18.4,36.8,48.6,51.4,213,929,497,66,30.3,
Pillar, Kevin,607680,2023,34,113,27,14,7,0,6,29,24.4,4.2,.239,.460,.269,0.729,,.438,.288,88.8,19.8,42.4,9,10.6,71.3,17,38.6,44.2,55.8,65,221,139,1,28.4,
Stallings, Jacob,607732,2023,33,140,27,20,6,0,1,42,25.9,9.3,.193,.257,.281,0.538,,.291,.277,90.1,7.2,25.5,7,6.9,58.4,13.5,22.7,53.5,43.7,34,382,159,,23.3,
Ramirez, Jose,608070,2023,30,383,110,67,25,4,14,42,9.7,10.1,.287,.483,.357,0.840,,.463,.361,89.2,20,34.9,24,6.9,68.9,8.5,27.2,28.7,71.3,347,837,407,,27.8,
Bregman, Alex,608324,2023,29,392,99,67,14,2,16,55,12.2,12,.253,.421,.345,0.766,,.427,.350,87.8,19.6,36.7,19,5.6,62.5,9.2,19,28.6,71.4,143,998,487,,25.8,
Gallo, Joey,608336,2023,29,223,39,13,8,1,17,109,41.9,13.5,.175,.448,.292,0.740,,.438,.278,93.4,28.5,28.9,24,21.1,74,33.3,28.1,67.7,32.3,207,603,274,,26.6,
Seager, Corey,608369,2023,29,263,92,48,29,0,15,52,17.4,10.1,.350,.631,.413,1.044,,.653,.401,94.7,12.2,40.5,43,20,82.7,13.4,25.8,57,43,188,531,310,,26.1,
Winker, Jesse,608385,2023,29,166,33,27,5,0,1,51,25.9,13.2,.199,.247,.320,0.567,,.291,.322,86.8,13.6,33.6,5,4.3,66.7,19.6,19.5,43.4,56.6,121,472,210,,23.5,
Murphy, Tom,608596,2023,32,112,31,14,10,0,7,38,30.9,6.5,.277,.554,.328,0.882,,.531,.320,88.7,15,46.7,13,17.3,70.8,23.4,31.1,57.7,42.3,68,241,138,,25.7,
Jankowski, Travis,608671,2023,32,167,54,42,10,1,1,28,14.4,11.9,.323,.413,.409,0.822,,.321,.363,85.9,5.7,27.7,0,0,57.5,12.4,16.8,28.3,65,82,480,172,13,28.8,
Refsnyder, Rob,608701,2023,32,145,39,31,6,1,1,36,20.3,13.6,.269,.345,.389,0.734,,.403,.399,87.6,13.2,47.7,5,4.5,58.8,20.6,19.8,33.3,66.7,117,409,187,,26.9,
Meneses, Joey,608841,2023,31,378,106,75,23,1,7,81,20,6.2,.280,.402,.323,0.725,,.344,.283,89,8.9,30.1,17,5.7,64.9,13.5,31.8,42.9,57.1,150,798,510,,25.6,
Swanson, Dansby,621020,2023,29,336,91,61,16,2,12,86,22.6,10.8,.271,.438,.355,0.793,,.495,.353,89.5,12.5,35.2,32,12.8,68.1,24.1,22.8,42,58,199,809,424,6,28.3,
Newman, Kevin,621028,2023,29,200,52,35,14,0,3,29,12.9,7.1,.260,.375,.318,0.693,,.377,.336,86.3,13,36.2,5,2.8,64.1,10.9,27.2,24.8,75.2,76,491,210,,28.0,
Taylor, Chris,621035,2023,32,193,41,20,8,1,12,70,32.9,8,.212,.451,.282,0.733,,.454,.290,86.7,22.4,35.5,16,12.9,72.9,28,24.5,56.1,43.9,99,517,227,,28.5,
Correa, Carlos,621043,2023,28,354,82,46,22,2,12,90,22.7,9.6,.232,.407,.308,0.715,,.420,.325,89.9,10.8,30.8,27,10.2,61.9,17.8,27.3,42.6,57.4,159,871,427,,26.7,
Buxton, Byron,621439,2023,29,292,57,27,12,1,17,106,31.7,10.5,.195,.418,.284,0.702,,.421,.300,91,20.2,32.1,26,13.7,72.5,21.1,27.9,55.4,44.6,192,709,350,19,29.4,
Ward, Taylor,621493,2023,29,342,86,57,17,0,12,77,19.6,9.7,.251,.406,.333,0.739,,.418,.337,90.5,14.5,33.9,21,7.7,66.4,12,23.4,44.2,55.8,139,881,478,4,27.9,
Wisdom, Patrick,621550,2023,31,211,41,16,7,1,17,91,37.4,11.5,.194,.479,.293,0.772,,.490,.311,92.3,20,33.6,25,20.5,69.4,26.7,23.1,55.3,44.7,115,662,271,,27.8,
Wendle, Joey,621563,2023,33,191,50,34,13,2,1,48,23.3,4.9,.262,.366,.304,0.670,,.317,.277,89.1,4.3,32.2,4,2.7,63.1,15.8,34.3,45.5,53.8,148,407,163,,27.8,
Olson, Matt,621566,2023,29,378,96,43,19,2,32,117,26.4,13.8,.254,.569,.361,0.930,,.560,.361,94.8,17.3,30.5,48,18.3,72.1,25.5,27.4,42,58,273,1116,479,,26.3,
Duffy, Matt,622110,2023,32,121,32,25,6,0,1,25,18.9,5.3,.264,.339,.318,0.657,,.361,.330,86,11.6,38.1,3,3.1,65.1,15.7,29.5,37.7,62.3,62,277,104,,26.9,
Margot, Manuel,622534,2023,28,232,59,41,14,1,3,44,17.3,6.3,.254,.362,.307,0.669,,.353,.307,87.9,9.6,25.7,9,4.7,68.1,15.5,29.6,44.8,53.7,79,520,272,,28.5,
Mateo, Jorge,622761,2023,28,242,51,32,12,1,6,64,24,6,.211,.343,.260,0.603,,.366,.281,88.1,10.4,27,11,5.9,70.1,16.6,37.6,50,49,126,550,237,38,30.1,
Ramirez, Harold,623912,2023,28,250,70,49,11,1,9,54,19.8,6.2,.280,.440,.330,0.770,,.407,.318,89.7,7.2,28.6,10,5,71.1,19.6,40.7,44.5,55.5,104,477,342,,28.0,
Santander, Anthony,623993,2023,28,371,97,53,26,1,17,95,22.8,9.1,.261,.474,.334,0.808,,.424,.314,90.9,21.6,34.1,30,10.8,67.7,18,35.4,34.3,65.7,340,910,401,,26.6,
Alonso, Pete,624413,2023,28,339,74,35,9,2,28,81,20.8,9.5,.218,.504,.316,0.820,,.538,.347,89.3,16.1,32,37,14.3,61.7,17.3,26.5,41.1,58.9,161,891,371,,25.9,
Arroyo, Christian,624414,2023,28,182,45,27,15,0,3,43,22.3,3.6,.247,.379,.276,0.655,,.345,.268,86.3,11.3,35.9,7,4.9,79.1,15.6,39.8,44.2,55.8,73,377,192,,27.6,
Biggio, Cavan,624415,2023,28,149,32,20,5,0,7,48,28.9,8.4,.215,.389,.295,0.684,,.396,.291,88.2,16.6,37.6,13,12.9,62.8,15.1,19.2,62.3,37.7,92,391,157,,28.1,
Conforto, Michael,624424,2023,30,294,70,48,9,0,13,79,23.4,10.7,.238,.401,.328,0.729,,.420,.339,89.7,11.6,31.2,18,8.3,69.5,17.4,25.1,45.1,54.9,221,750,357,,26.0,
Frazier, Adam,624428,2023,31,291,70,43,14,1,12,37,11.5,7.4,.241,.419,.304,0.723,,.398,.345,86.1,14.2,41.5,9,3.5,66.8,10.9,28.7,30.9,68,179,749,257,,26.2,
Trevino, Jose,624431,2023,30,157,33,25,4,0,4,22,13.1,4.8,.210,.312,.257,0.569,,.343,.290,85.8,9.6,30.9,4,2.9,55.1,10.1,37.3,24.6,75.4,53,348,168,,24.4,
McGuire, Reese,624512,2023,28,105,28,19,9,0,0,32,27.6,6,.267,.352,.313,0.665,,.231,.231,83.5,3.8,30.7,1,1.3,65.9,17.9,37.1,30.8,69.2,62,235,105,,25.8,
Soler, Jorge,624585,2023,31,358,87,44,19,0,24,101,24.5,11.4,.243,.497,.337,0.834,,.523,.350,90.9,18.6,36.2,40,15.4,67.6,19.8,25.7,46.4,53.6,156,848,562,,26.6,
Sosa, Edmundo,624641,2023,27,189,47,30,10,1,6,45,22.6,2,.249,.407,.274,0.681,,.373,.261,86.3,13.8,30.8,9,6.2,75.8,19.7,43.6,39.6,58.5,82,449,195,12,29.3,
Ibanez, Andy,628451,2023,30,220,52,28,16,1,7,43,18.7,3.9,.236,.414,.270,0.684,,.465,.299,89.8,13.2,35,20,11.3,71.5,13.6,36.9,39.5,60.5,88,470,207,,27.3,
Cronenworth, Jake,630105,2023,29,356,74,44,16,6,8,81,19.6,10.2,.208,.354,.302,0.656,,.349,.314,86.9,15.9,36.7,12,4.3,66.4,10.4,25.6,35.1,64.4,209,980,387,1,28.4,
Anderson, Tim,641313,2023,30,315,76,64,11,1,0,69,20.6,5.1,.241,.283,.281,0.564,,.342,.307,88.1,0.8,29.8,7,2.8,70.5,16.5,34.1,42,58,122,672,353,10,27.3,
Bauers, Jake,641343,2023,27,142,31,12,12,0,7,49,30.1,11.7,.218,.451,.307,0.758,,.555,.341,90,15.8,42.1,19,20,65.1,24.2,24.8,52.8,47.2,112,397,183,,27.2,
Bellinger, Cody,641355,2023,27,261,82,52,15,1,14,50,17.1,7.5,.314,.540,.363,0.903,,.423,.319,87.2,18.5,38.5,13,6,67.6,16.8,28.7,31.9,68.1,133,668,306,,28.1,
Calhoun, Willie,641432,2023,28,134,32,20,7,0,5,20,13.4,9.4,.239,.403,.309,0.712,,.365,.326,90.7,11.9,35.7,4,3.5,57.4,10.1,22.5,29.7,70.3,106,297,137,,25.0,
Crawford, J.P.,641487,2023,28,341,89,58,23,0,8,75,18.6,13.9,.261,.399,.367,0.766,,.364,.370,88.9,13.7,33.3,9,3.3,58.4,10.8,18.5,40.1,59.2,233,1006,407,,26.7,
Davis, Jonathan,641505,2023,31,90,22,15,4,1,2,29,27.9,6.7,.244,.378,.307,0.685,,.350,.313,84.4,7.1,35.4,3,4.6,64.5,22.5,22,40,51.1,17,241,144,1,28.9,
Delay, Jason,641511,2023,28,104,27,18,7,1,1,30,25.4,7.6,.260,.375,.328,0.703,,.332,.298,84.2,13.2,39,3,3.9,69.1,19.7,32.2,47,53,47,239,125,,26.4,
Fraley, Jake,641584,2023,28,265,71,44,13,0,14,52,17.2,10.6,.268,.475,.354,0.829,,.421,.356,84.8,15.6,37.4,16,7.5,74.6,16.4,29.1,41.9,58.1,233,625,252,,28.2,
Garver, Mitch,641598,2023,32,106,26,16,5,0,5,33,27.7,10.9,.245,.434,.328,0.762,,.471,.320,90.1,14,31.5,10,13.7,60.7,16.3,18,63.6,36.4,47,247,177,,25.6,
Guillorme, Luis,641645,2023,28,101,24,16,6,1,1,28,24.6,8.8,.238,.347,.304,0.651,,.257,.267,86,10.9,34.2,1,1.3,59.8,10.2,22.6,37.3,58.8,58,273,108,,25.3,
Hampson, Garrett,641658,2023,28,130,33,23,9,0,1,40,27,8.1,.254,.346,.331,0.677,,.316,.312,84.7,16,35.5,3,3.2,57.4,15.1,27,48.6,50,62,339,138,15,29.6,
Heim, Jonah,641680,2023,28,326,92,55,23,0,14,61,17.1,7.8,.282,.482,.339,0.821,,.474,.331,89.3,18.5,36.7,23,8.6,73.8,14.9,32,35.4,64.6,201,787,352,,25.8,
Mancini III, Trey,641820,2023,31,228,54,38,12,0,4,76,29.8,7.8,.237,.342,.300,0.642,,.324,.283,88.9,11.8,32.3,6,3.9,68.2,23.5,31.8,50.6,48.8,99,539,311,,25.4,
McMahon, Ryan,641857,2023,28,358,91,53,20,3,15,127,31.4,10.9,.254,.453,.337,0.790,,.448,.330,91.4,8.9,38.8,28,12.1,67.2,24.6,23.7,50.2,49.3,224,1058,450,,25.9,
O'Neill, Tyler,641933,2023,28,111,25,17,6,0,2,40,32.5,9.8,.225,.333,.301,0.634,,.434,.325,89.4,14,36.6,10,14.1,64.2,22.4,27.3,48.7,51.3,44,261,170,,28.2,
Palacios, Josh,641943,2023,27,105,24,15,7,1,1,16,14.4,3.6,.229,.343,.264,0.607,,.392,.307,90.2,5.2,28.9,3,3.3,74.9,21.3,28.3,33.3,66.7,61,222,102,,28.3,
Smith, Dominic,642086,2023,28,349,94,76,12,1,5,58,15,7.5,.269,.352,.337,0.689,,.379,.326,86.2,11.8,34.9,15,5.1,69.9,13.9,31.6,31.4,68.6,185,859,396,,25.6,
Tellez, Rowdy,642133,2023,28,258,55,35,7,1,12,69,24,9.4,.213,.388,.285,0.673,,.377,.306,89.3,15.7,35.9,16,8.3,51.4,13.1,24.8,37.3,62.7,255,653,282,,23.3,
Thaiss, Matt,642136,2023,28,195,47,35,6,0,6,60,25.9,13.4,.241,.364,.353,0.717,,.405,.357,89.2,7.2,34.3,12,8.8,70.4,27,19.5,52.7,46.2,180,517,191,,24.9,
Mejia, Francisco,642336,2023,27,150,34,18,11,0,5,38,23.8,3.8,.227,.400,.258,0.658,,.311,.237,87.5,18.9,33,5,4.3,71.2,16.7,48.8,29.5,69.9,130,264,157,,26.2,
Siri, Jose,642350,2023,27,220,50,22,7,1,20,82,34.3,6.3,.227,.541,.273,0.814,,.476,.272,89.1,13,33.8,22,15.5,68,29.9,38.2,57.5,41.4,89,469,240,19,29.8,
Rosario, Amed,642708,2023,27,385,102,74,19,6,3,77,18.7,5.3,.265,.369,.306,0.675,,.386,.317,88.6,8.3,35.4,10,3.2,68.8,14.4,38.7,37.7,62.3,128,844,427,32,29.3,
Adames, Willy,642715,2023,27,345,71,38,16,0,17,104,26.3,10.1,.206,.400,.292,0.692,,.444,.321,86.6,18,35.4,34,13.8,71.4,19.6,33,51.6,48.4,221,801,493,,27.4,
Estrada, Thairo,642731,2023,27,290,79,51,18,1,9,77,24.4,4.8,.272,.434,.327,0.761,,.378,.298,86.2,11.9,38.3,12,5.6,65.4,10.6,38.5,35.7,63.4,123,615,317,,28.3,
Benintendi, Andrew,643217,2023,28,359,102,75,24,1,2,56,14.1,8.3,.284,.373,.348,0.721,,.365,.337,86.8,13,38.2,8,2.6,69.5,14.6,26.9,29.4,70.1,232,848,348,,27.2,
Cooper, Garrett,643265,2023,32,294,76,52,11,1,12,93,29.8,5.1,.259,.425,.298,0.723,,.422,.290,89.4,12.7,41.6,20,9.9,66.8,21,40.6,45.8,54.2,66,726,379,,26.2,
Dubon, Mauricio,643289,2023,28,336,89,64,18,2,5,48,13.7,2.9,.265,.375,.289,0.664,,.371,.291,87,8.7,35.5,12,4.1,76.9,13.5,40.5,23.6,75.1,111,625,347,1,28.0,
Jansen, Danny,643376,2023,28,200,46,22,12,0,12,47,21.6,6.9,.230,.470,.294,0.764,,.399,.282,88.4,18.5,37.3,16,10.5,71.4,16.8,27,39.5,60.5,75,484,222,,27.2,
Kemp, Tony,643393,2023,31,255,52,38,8,3,3,29,9.9,9.5,.204,.294,.294,0.588,,.320,.325,86.9,10.5,29.7,3,1.3,66.1,10.1,24.1,24.3,72.2,142,594,243,,25.9,
Kiner-Falefa, Isiah,643396,2023,28,205,52,39,7,1,5,37,16.3,7.5,.254,.371,.314,0.685,,.367,.319,88.7,7.8,33.3,7,4.1,62,12.8,28.7,35.7,64.3,89,503,238,,27.7,
McNeil, Jeff,643446,2023,31,359,90,70,16,1,3,47,11.6,7.2,.251,.326,.326,0.652,,.336,.328,86.8,14,32.9,5,1.6,73.8,8.3,27.6,32.8,67.2,193,867,315,,27.2,
Tauchman, Mike,643565,2023,32,168,42,29,9,0,4,42,21.1,13.1,.250,.375,.354,0.729,,.413,.375,88.4,7.3,39.5,9,7,67.3,18.3,16.9,43.7,56.3,111,517,193,,27.4,
Albies, Ozzie,645277,2023,26,378,96,53,17,3,23,65,15.3,7.3,.254,.497,.318,0.815,,.444,.318,88.8,16.3,35.4,27,8.5,76.7,13.3,34,34.3,65.7,334,871,414,1,27.8,
Robles, Victor,645302,2023,26,107,32,26,5,1,0,18,14.3,8.7,.299,.364,.385,0.749,,.349,.355,86.7,9.9,25.8,2,2.2,81.1,17.6,27.4,32.3,63.1,37,234,125,6,28.0,
Ford, Mike,645801,2023,30,117,29,13,5,0,11,43,33.3,7,.248,.573,.310,0.883,,.444,.285,89.6,20.5,38.7,13,17.3,63.4,21.1,24.6,51.5,48.5,105,192,189,,24.1,
Devers, Rafael,646240,2023,26,367,98,52,22,0,24,82,20,8.3,.267,.523,.335,0.858,,.549,.347,92.7,13.1,30.2,40,13.9,77.4,22.6,33.9,35.2,64.8,298,882,351,,25.8,
Naylor, Josh,647304,2023,26,337,102,65,22,0,15,57,15.7,5.8,.303,.501,.341,0.842,,.502,.339,89.4,13.8,37.2,27,9.5,74.6,11.8,40.4,33.6,66.4,182,588,418,,25.9,
Diaz, Aledmys,649557,2023,32,223,47,34,11,0,2,47,19.3,4.5,.211,.287,.263,0.550,,.308,.277,87.9,9,26.7,5,2.8,69.4,13,35.8,38.9,60.4,89,427,234,,26.0,
Arraez, Luis,650333,2023,26,371,139,112,22,2,3,23,5.6,7.1,.375,.469,.423,0.892,,.428,.375,88.4,11,43.5,8,2.3,67.1,5.6,31.9,11.8,87.8,185,912,316,,26.2,
