last_name, first_name,player_id,year,player_age,ab,hit,single,double,triple,home_run,strikeout,k_percent,bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,r_stolen_base_pct,xslg,xobp,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel,barrel_batted_rate,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,pitch_count_offspeed,pitch_count_fastball,pitch_count_breaking,n_bolts,sprint_speed,
Blackmon, Charlie,453568,2022,35,530,140,96,22,6,16,109,18.9,5.5,.264,.419,.314,0.733,,.376,.308,86.2,12.4,36.7,19,4.4,70.1,16.6,32,32.6,67.1,286,1287,469,1,27.9,
Maldonado, Martin,455117,2022,35,344,64,37,12,0,15,116,30.6,5.8,.186,.352,.248,0.600,,.325,.245,88.4,14.7,31.6,19,8.1,69.1,20.3,31,58.8,41.2,144,813,449,,22.4,
Chirinos, Robinson,455139,2022,38,195,35,22,9,0,4,67,30.5,8.6,.179,.287,.265,0.552,,.281,.255,84.8,17.6,30.8,9,6.9,72,21.9,31.1,56.7,42.6,97,544,188,,23.7,
Cain, Lorenzo,456715,2022,36,145,26,20,5,0,1,36,23.1,5.1,.179,.234,.231,0.465,,.253,.250,87.9,3.8,21.8,0,0,73.7,17.4,32.2,45,55,82,365,166,2,28.3,
Solano, Donovan,456781,2022,34,278,79,59,16,0,4,61,20.1,6.3,.284,.385,.339,0.724,,.393,.325,88.3,10.7,36.1,13,5.9,66.5,12,32.2,40.5,59.5,92,685,320,,25.8,
McCutchen, Andrew,457705,2022,35,515,122,80,25,0,17,124,21.4,9.8,.237,.384,.316,0.700,,.406,.329,89.1,13.2,36.2,34,8.6,68.5,16.8,20.8,49,51,224,1368,686,15,28.9,
Turner, Justin,457759,2022,37,468,130,81,36,0,13,89,16.7,9.4,.278,.438,.350,0.788,,.427,.343,89.5,18.4,40.6,31,8,70.4,16,26.7,31.3,68.7,207,1347,535,,25.0,
Votto, Joey,458015,2022,38,322,66,36,18,1,11,97,25.8,11.7,.205,.370,.319,0.689,,.390,.331,89.7,14.2,32.9,25,11.1,70.8,23.1,23,49.1,50.9,225,831,399,,25.3,
Andrus, Elvis,462101,2022,33,535,133,84,32,0,17,92,15.9,6.8,.249,.404,.303,0.707,,.360,.300,87.9,11.9,29.1,20,4.5,62.3,14.2,29.4,36.1,63.9,245,1180,727,,26.1,
Santana, Carlos,467793,2022,36,431,87,50,18,0,19,88,17.4,14,.202,.376,.316,0.692,,.438,.361,90.7,15.4,31.6,32,9.3,63.9,16.9,21.7,34.1,65.9,409,1130,488,,25.7,
Belt, Brandon,474832,2022,34,254,54,36,9,1,8,81,27.2,12.4,.213,.350,.326,0.676,,.412,.328,88.4,23.4,38.5,22,12.6,75.5,24.2,21.2,58.6,39.8,144,795,240,,24.4,
Lowrie, Jed,476704,2022,38,167,30,22,5,0,3,39,21.2,8.2,.180,.263,.245,0.508,,.281,.264,86.2,16.3,26.9,4,3.1,72.9,19.2,23.6,43.8,56.2,121,438,150,,25.0,
Brantley Jr., Michael,488726,2022,35,243,70,50,14,1,5,30,10.8,11.2,.288,.416,.370,0.786,,.467,.390,89.8,10.7,39.5,13,6,62.3,8.9,21.9,22.8,77.2,167,616,202,,25.3,
Gurriel, Yuli,493329,2022,38,545,132,84,40,0,8,73,12.5,5.1,.242,.360,.288,0.648,,.319,.286,88.2,14.6,30.3,9,1.9,63.1,8.2,34.9,24.7,75.3,232,1220,554,,26.9,
Rojas, Miguel,500743,2022,33,471,111,84,19,2,6,61,12,5.1,.236,.323,.283,0.606,,.347,.310,86.1,10.1,33.1,8,1.9,66.2,6.5,30.4,34.3,65.4,161,1040,561,,26.4,
Escobar, Eduardo,500871,2022,33,495,119,69,26,4,20,129,23.8,7.4,.240,.430,.295,0.725,,.427,.300,88.3,20.6,38.7,35,9.4,73.5,20.7,34,40.9,59.1,319,1195,505,,27.9,
Adrianza, Ehire,501303,2022,32,97,17,14,3,0,0,25,22.7,10,.175,.206,.264,0.470,,.288,.306,84.6,12.6,30.1,1,1.4,62.5,14.8,26.2,40.7,57.4,75,218,118,,26.4,
Pham, Tommy,502054,2022,34,554,131,90,23,1,17,167,26.8,9,.236,.374,.312,0.686,,.383,.315,92.2,7.7,33.2,31,7.9,60.8,17,21.6,53.1,46.5,260,1429,725,,27.9,
Martinez, J.D.,502110,2022,34,533,146,86,43,1,16,145,24.3,8.7,.274,.448,.341,0.789,,.471,.330,89.1,14.1,42,49,12.5,74.9,21,31.9,48.6,51.4,232,1368,674,,26.1,
Goldschmidt, Paul,502671,2022,34,561,178,102,41,0,35,141,21.7,12.1,.317,.578,.404,0.982,,.482,.357,90.8,15.7,31.8,49,11.6,59.8,21.6,25.1,38.2,61.5,227,1487,906,,26.2,
Gonzalez, Marwin,503556,2022,33,184,34,21,7,0,6,54,26.1,6.8,.185,.321,.255,0.576,,.345,.286,88,19.4,34.1,8,5.9,63.1,13.9,37.6,37.7,59.7,174,402,210,,26.3,
Altuve, Jose,514888,2022,32,527,158,91,39,0,28,87,14.4,10.9,.300,.533,.387,0.920,,.440,.362,85.9,16.1,35.4,34,7.7,64,10.7,28.6,26,72.6,307,1206,676,39,28.1,
Hernandez, Cesar,514917,2022,32,560,139,106,28,4,1,114,18.5,7.3,.248,.318,.311,0.629,,.329,.312,84.8,9.3,33.3,11,2.4,68.7,13.5,25.9,39.3,58.1,428,1428,493,19,28.3,
Segura, Jean,516416,2022,32,354,98,79,9,0,10,58,15,6.5,.277,.387,.336,0.723,,.363,.316,87.6,4.3,28.3,13,4.4,64.4,11.4,34.7,30.5,69.1,152,801,404,3,27.7,
Marte, Starling,516782,2022,33,466,136,91,24,5,16,97,19.2,5.1,.292,.468,.347,0.815,,.428,.332,86.8,7.5,38.5,25,6.8,67.5,16.4,32.8,39.3,59.5,217,1092,544,13,28.0,
Culberson, Charlie,518586,2022,33,115,29,21,6,0,2,31,25,4,.252,.357,.283,0.640,,.303,.258,85.3,5.9,28.4,1,1.1,76.4,18.8,42.2,51.1,48.9,72,218,137,,27.9,
d'Arnaud, Travis,518595,2022,33,396,106,62,25,1,18,90,21.1,4.5,.268,.472,.319,0.791,,.412,.300,88.5,11.8,35,26,8.5,70.1,20.5,35.5,39.5,60.5,149,908,500,,26.1,
Donaldson, Josh,518626,2022,36,478,106,63,28,0,15,148,27.1,9.9,.222,.374,.308,0.682,,.370,.303,90.7,12,34.8,33,9.8,66.6,27.5,29.3,45.5,54.2,263,1129,650,,25.7,
Freeman, Freddie,518692,2022,32,612,199,129,47,2,21,102,14.4,11.9,.325,.511,.407,0.918,,.538,.400,91.3,13.6,42.9,51,9.9,73.9,14.2,27.3,32.2,67.8,432,1537,739,,26.9,
Grandal, Yasmani,518735,2022,33,327,66,54,7,0,5,79,21,12,.202,.269,.301,0.570,,.319,.317,90,12.1,30,12,4.8,58.6,14.7,20.8,41.1,58.9,243,944,346,,22.0,
Heyward, Jason,518792,2022,32,137,28,21,5,1,1,32,21.2,7.3,.204,.277,.278,0.555,,.322,.290,87.6,13.1,26.7,5,4.8,66.5,22.3,31.2,38.2,61.8,80,306,155,,27.1,
LeMahieu, DJ,518934,2022,33,467,122,92,18,0,12,71,13.1,12.4,.261,.377,.357,0.734,,.403,.369,89.2,3,32.8,21,5.3,53.9,10.7,24.5,26.6,73.4,207,1405,447,,26.4,
Moustakas, Mike,519058,2022,33,252,54,35,12,0,7,75,26.3,8.4,.214,.345,.295,0.640,,.307,.281,87.6,19.4,36.1,11,6.1,74.2,19.2,37.4,45.9,53.6,196,625,309,,25.0,
Rizzo, Anthony,519203,2022,32,465,104,50,21,1,32,101,18.4,10.6,.224,.480,.338,0.818,,.454,.350,89.4,19.3,34.2,40,10.9,64.1,14.9,29.7,38.2,61.5,384,1155,481,,25.5,
Romine, Austin,519222,2022,33,129,20,14,3,0,3,46,33.8,2.9,.155,.248,.187,0.435,,.248,.190,87.2,9.5,22.4,4,4.7,71.1,24.3,38,50,49,31,310,146,,24.8,
Stanton, Giancarlo,519317,2022,32,398,84,46,7,0,31,137,30.3,11.1,.211,.462,.297,0.759,,.474,.328,95,10.8,26.9,51,19.3,62.1,29,26.8,51.7,48.3,205,1080,480,,24.5,
Vogt, Stephen,519390,2022,37,168,27,15,4,1,7,46,24.1,8.9,.161,.321,.241,0.562,,.350,.287,87,21,38.9,10,7.9,65.4,17.3,30.5,44.9,54.2,117,417,150,,25.7,
Perez, Salvador,521692,2022,32,445,113,66,23,1,23,109,23,3.8,.254,.465,.292,0.757,,.473,.285,91.4,17.8,34.8,38,11.2,77.1,22.2,43.2,44,56,184,876,564,,25.3,
Flores, Wilmer,527038,2022,30,525,120,72,28,1,19,103,17.1,9.8,.229,.394,.316,0.710,,.370,.322,87.8,20.7,35.7,27,6.3,66.5,12.4,26.6,33.7,66.3,255,1349,732,,25.2,
Garcia, Avisail,541645,2022,31,357,80,63,9,0,8,109,28.7,4.5,.224,.317,.266,0.583,,.366,.273,88.7,2.8,27.6,16,6.4,82.1,21.6,40.7,60.8,39.2,113,710,495,,28.3,
Bethancourt, Christian,542194,2022,30,318,80,52,17,0,11,80,24,3.6,.252,.409,.283,0.692,,.449,.286,90.1,9.4,31.4,28,11.7,81,26.8,44.3,49,50.2,129,586,332,,28.1,
Ozuna, Marcell,542303,2022,31,470,106,64,19,0,23,122,24.1,6.1,.226,.413,.274,0.687,,.478,.303,89.4,16.5,31.8,46,13.1,68.2,19.6,33.4,44.7,55.3,219,1060,677,,26.6,
Villar, Jonathan,542340,2022,31,202,42,31,6,2,3,59,26.8,6.8,.208,.302,.260,0.562,,.283,.262,89.6,-0.7,24.7,4,2.7,75.1,28.1,29.1,50.7,49.3,185,482,189,,26.8,
Ortega, Rafael,542364,2022,31,316,76,54,14,1,7,74,19.9,11.9,.241,.358,.331,0.689,,.346,.334,87.2,17.1,37.6,12,4.8,67.5,10.7,25.8,38,59.6,261,790,431,,27.0,
Aguilar, Jesus,542583,2022,32,464,109,74,19,0,16,119,23.5,5.5,.235,.379,.281,0.660,,.393,.288,87.7,19.1,39.7,24,6.9,64.7,17.7,36.3,41.4,58.1,174,1150,680,,23.9,
Berti, Jon,542932,2022,32,358,86,62,17,3,4,89,22,10.4,.240,.338,.324,0.662,,.358,.322,88,4.7,30.7,16,5.9,65.5,16.9,22.3,48.2,51.8,101,1032,385,35,29.6,
Crawford, Brandon,543063,2022,35,407,94,68,15,2,9,98,21.4,8.5,.231,.344,.308,0.652,,.339,.300,88.1,12.3,31,21,6.7,76.2,24.5,26.2,52.2,47.4,278,962,439,,25.3,
Cron, C.J.,543068,2022,32,575,148,88,28,3,29,164,25.9,6.8,.257,.468,.315,0.783,,.435,.305,88.7,14.2,36.8,45,10.8,62.9,16,33.2,39.3,60.5,251,1514,660,,25.2,
Gomes, Yan,543228,2022,34,277,65,45,12,0,8,47,16,2.7,.235,.365,.260,0.625,,.379,.278,85.3,9.4,37.9,8,3.4,70.5,11.2,39.1,33.2,66.8,100,564,306,,26.3,
Grossman, Robbie,543257,2022,32,411,86,59,19,1,7,129,27,11.7,.209,.311,.310,0.621,,.305,.307,86.7,21.1,38.5,10,3.5,62.9,16.2,19.3,48.7,50.8,297,1097,483,,27.9,
Harrison, Josh,543281,2022,34,386,99,71,19,2,7,71,16.7,4.9,.256,.370,.317,0.687,,.335,.297,87.4,14.7,32,12,3.8,72.9,17.5,35.1,30.4,69.6,123,904,417,,27.1,
Hicks, Aaron,543305,2022,32,384,83,64,9,2,8,109,24.1,13.7,.216,.313,.330,0.643,,.336,.333,87.9,14.8,25.2,16,5.8,62.4,19.7,20.6,43.4,56.1,433,1005,513,,27.9,
Higashioka, Kyle,543309,2022,32,229,52,35,7,0,10,52,21,4.8,.227,.389,.264,0.653,,.444,.291,90.9,17.2,36.6,18,9.8,72.2,17.9,28.5,49.2,49.2,100,499,259,,25.8,
Hosmer, Eric,543333,2022,32,380,102,75,19,0,8,64,15.3,8.8,.268,.382,.334,0.716,,.379,.327,88.4,3.1,29.3,18,5.7,67,9.9,33.8,33.8,65.5,192,947,450,,25.8,
McCann, James,543510,2022,32,174,34,25,6,0,3,46,24.1,5.8,.195,.282,.257,0.539,,.414,.298,90.2,16.3,33.8,9,6.9,68.9,17.8,35,48,52,55,416,220,,26.1,
Miller, Brad,543543,2022,32,222,47,37,3,0,7,70,29,7.5,.212,.320,.270,0.590,,.344,.264,91.1,14.1,27.5,12,7.8,71.7,26.9,30.1,58.3,41,150,490,261,,27.1,
Nola, Austin,543592,2022,32,347,87,68,15,0,4,60,15.1,8.6,.251,.329,.321,0.650,,.351,.330,89.4,12,35.4,7,2.4,63,8.5,20.6,34.2,65.8,174,939,388,,26.4,
Rendon, Anthony,543685,2022,32,166,38,23,10,0,5,35,18.1,11.9,.229,.380,.326,0.706,,.392,.343,89.6,18.7,42.1,11,8.3,68.2,15,18.6,35.1,64.9,65,428,243,,26.2,
Semien, Marcus,543760,2022,31,657,163,101,31,5,26,120,16.6,7.3,.248,.429,.304,0.733,,.394,.301,87.3,19.9,32.4,37,6.8,71.1,12.4,24.8,42.8,57.2,286,1509,848,9,28.9,
Springer III, George,543807,2022,32,513,137,86,22,4,25,100,17.2,9.3,.267,.472,.342,0.814,,.437,.342,88.7,13.9,31.8,35,8.4,77.4,21,25.6,49.1,50.9,290,1242,552,2,28.3,
Vazquez, Christian,543877,2022,31,398,109,77,23,0,9,69,16.2,5.2,.274,.399,.315,0.714,,.375,.306,87.9,10.7,36.1,17,5.1,66.5,11.8,31.9,28.5,71.5,147,951,474,,25.5,
Wong, Kolten,543939,2022,31,430,108,65,24,4,15,88,17.7,9.3,.251,.430,.339,0.769,,.353,.327,87,14,33.5,19,5.4,64.2,13.2,22,40.4,57.8,276,1128,602,,26.0,
Gregorius, Didi,544369,2022,32,214,45,31,9,4,1,36,15.5,5.6,.210,.304,.263,0.567,,.327,.288,84.5,15.8,33.3,5,2.8,81.6,13,41.1,44.1,55.4,152,454,211,,27.3,
Garcia, Leury,544725,2022,31,300,63,52,8,0,3,65,20.6,2.2,.210,.267,.233,0.500,,.325,.258,87,6.2,30,10,4.2,75.9,17.4,35.9,40.1,59.4,182,630,299,4,28.4,
Vargas, Ildemaro,545121,2022,30,209,55,37,13,1,4,23,10.4,3.6,.263,.392,.299,0.691,,.305,.265,87,7.4,28.2,4,2.1,64.7,8.2,30.7,18.9,77,149,471,160,,27.1,
Grichuk, Randal,545341,2022,30,506,131,88,21,3,19,127,23.6,4.5,.259,.425,.299,0.724,,.370,.271,90,8.7,27.3,26,6.8,69.4,14.2,32.7,45.8,54.2,189,1168,560,,28.0,
Stassi, Max,545358,2022,31,333,60,38,12,1,9,112,29.9,10.1,.180,.303,.267,0.570,,.325,.268,88.6,9.5,26,21,9.4,66.2,26.4,21.1,58.4,41.6,84,815,461,,25.6,
Trout, Mike,545361,2022,30,438,124,54,28,2,40,139,27.9,10.8,.283,.630,.369,0.999,,.583,.354,91.6,24.6,37.7,59,19.7,64.8,24.2,22.6,46.9,53.1,158,1386,487,27,29.4,
Herrera, Odubel,546318,2022,30,185,44,29,9,1,5,42,21.3,5.6,.238,.378,.279,0.657,,.348,.268,86.9,4,24.3,7,4.9,68.6,10.1,38.5,46,54,99,390,211,1,26.9,
Almora Jr., Albert,546991,2022,28,215,48,32,10,1,5,46,19.6,7.2,.223,.349,.282,0.631,,.307,.292,84,6.7,29.8,3,1.8,67.8,17,36.5,34.2,65.2,94,467,246,,27.6,
Harper, Bryce,547180,2022,29,370,106,59,28,1,18,87,20.4,10.8,.286,.514,.364,0.878,,.527,.369,92.1,11.8,37.2,37,12.8,82.1,19.2,35.7,44.8,53.3,325,835,402,,27.6,
Abreu, Jose,547989,2022,35,601,183,128,40,0,15,110,16.2,9.1,.304,.446,.378,0.824,,.486,.372,92.2,8,34.5,47,9.5,66.1,14.7,29.8,40.9,59.1,228,1590,787,,26.0,
Diaz, Elias,553869,2022,31,351,80,51,18,2,9,82,21.5,6.6,.228,.368,.281,0.649,,.339,.278,88.4,11.1,28.3,16,5.9,72.4,12.9,33.2,42.1,57.9,151,776,459,,26.0,
Narvaez, Omar,553882,2022,30,262,54,37,12,1,4,57,19.3,9.8,.206,.305,.292,0.597,,.293,.294,84.7,17.7,36.7,5,2.4,73.5,18.5,27.8,35.5,64.5,213,690,245,,24.1,
Suarez, Eugenio,553993,2022,30,543,128,71,24,2,31,196,31.2,11.6,.236,.459,.332,0.791,,.454,.321,89.8,19.9,36.4,52,14.8,63.6,24,21.5,58.1,41.9,244,1484,778,,25.7,
Urshela, Gio,570482,2022,30,501,143,100,27,3,13,96,17.4,7.4,.285,.429,.338,0.767,,.416,.324,88.9,11.8,38.6,29,7,71.2,15.2,36.1,32.8,67.2,213,1101,640,,25.8,
Schoop, Jonathan,570731,2022,30,481,97,62,23,1,11,107,21,3.7,.202,.322,.239,0.561,,.338,.267,87,9.7,29.1,18,4.8,75.2,18.8,36.8,46.6,53.4,170,984,565,,27.0,
Arenado, Nolan,571448,2022,31,557,163,90,42,1,30,72,11.6,8.4,.293,.533,.358,0.891,,.445,.335,88.8,21.7,35.4,40,8.2,66.9,11.7,32.6,31.9,68.1,205,1268,771,,25.5,
Barnhart, Tucker,571466,2022,31,281,62,51,10,0,1,74,24,8.1,.221,.267,.287,0.554,,.264,.269,84.5,10.1,30.3,4,1.9,65.7,14.8,25.4,43.8,56.3,198,655,273,,23.8,
Farmer, Kyle,571657,2022,31,526,134,94,25,1,14,99,17,5.7,.255,.386,.315,0.701,,.380,.320,85.5,12.7,37.7,19,4.4,64.7,10.3,36.3,34.3,65.2,172,1262,630,,26.7,
Haniger, Mitch,571745,2022,31,224,55,36,8,0,11,65,26.3,8.1,.246,.429,.308,0.737,,.450,.309,91.9,18.2,31.1,19,11.8,65.7,19.8,26.4,52.6,47.4,101,559,293,,26.9,
Hernandez, Enrique,571771,2022,30,361,80,50,24,0,6,71,17.7,8.5,.222,.338,.291,0.629,,.357,.308,87.8,17.3,33.3,17,5.8,70.7,14.5,27.2,47.9,52.1,142,794,451,,26.9,
Lamb, Jake,571875,2022,31,97,21,11,6,1,3,38,34.2,9.9,.216,.392,.315,0.707,,.390,.314,91.5,15,35.6,7,11.9,63.5,19.9,23.8,60,40,62,257,121,,26.0,
Maile, Luke,571912,2022,31,181,40,27,10,0,3,54,26.2,9.2,.221,.326,.301,0.627,,.301,.278,84.5,17,33.8,7,5.4,65,19.6,24.3,50,50,34,488,236,,25.5,
Muncy, Max,571970,2022,31,464,91,47,22,1,21,141,25,15.9,.196,.384,.329,0.713,,.417,.342,90.3,20.9,34.3,44,13.4,60.4,21.2,16.5,44,55.5,345,1244,795,,27.2,
Myers, Wil,571976,2022,31,261,68,46,15,0,7,86,30.1,7.3,.261,.398,.315,0.713,,.373,.285,88.5,13,37.6,13,7.3,61.5,23.4,29.7,46.9,52.6,125,603,392,,28.2,
Naquin, Tyler,571980,2022,31,310,71,37,19,4,11,93,27.8,5.7,.229,.423,.282,0.705,,.433,.299,90.3,14.4,39.9,21,9.6,79.4,24.9,37.8,41.5,58.5,165,737,327,,27.7,
Piscotty, Stephen,572039,2022,31,126,24,15,4,0,5,48,34.5,6.5,.190,.341,.252,0.593,,.352,.278,90.4,10.4,42.5,5,6.3,75.2,26.5,39,65,35,62,313,159,,25.0,
Pollock, AJ,572041,2022,34,489,120,79,26,1,14,98,18.6,6.1,.245,.389,.292,0.681,,.419,.305,88.8,11.6,32.9,37,9.4,74.1,15.2,34,44.4,55.6,209,943,574,1,27.8,
Taylor, Michael A.,572191,2022,31,414,105,83,10,3,9,109,23.9,7.7,.254,.357,.313,0.670,,.358,.288,86.3,12.1,33.5,21,6.8,73.1,18.5,31.4,52,47.3,165,976,510,15,28.7,
Thompson, Trayce,572204,2022,31,219,56,28,14,1,13,93,36.5,12.5,.256,.507,.353,0.860,,.496,.350,92.2,16.4,45.3,21,16.4,66,28.1,23.3,63.5,36.5,125,617,375,,27.8,
Voit III, Luke,572228,2022,31,500,113,69,22,0,22,179,31.5,9.7,.226,.402,.308,0.710,,.434,.306,89.8,18.4,34.6,48,14.7,78.1,27.5,30.6,58.6,41.4,303,1132,729,,24.7,
Walker, Christian,572233,2022,31,583,141,78,25,2,36,131,19.6,10.3,.242,.477,.327,0.804,,.484,.343,90,17,33.3,53,11.5,67.9,15.6,23.1,49.2,50.8,263,1371,831,,26.6,
Zunino, Mike,572287,2022,31,115,17,9,3,0,5,46,37.4,4.9,.148,.304,.195,0.499,,.329,.232,91.8,20.8,34.3,6,8.6,67.3,26,37.1,62.5,37.5,47,286,131,,25.7,
Carpenter, Matt,572761,2022,36,128,39,15,9,0,15,35,22.7,12.3,.305,.727,.412,1.139,,.484,.350,89.8,22.4,41.1,13,13.7,63.2,17.4,16.6,50,50,129,407,159,,26.1,
Dickerson, Corey,572816,2022,33,281,75,51,17,1,6,48,16.2,4,.267,.399,.300,0.699,,.371,.297,87.8,10.6,32.8,9,3.8,76.3,17.1,40.8,33.2,66.8,186,670,197,,27.0,
Ruf, Darin,573131,2022,35,334,68,45,12,0,11,105,27.1,11.6,.204,.338,.307,0.645,,.371,.321,89.2,14.8,34.5,20,8.6,56.8,19.4,24.1,46.4,53.6,144,982,436,,25.7,
Yastrzemski, Mike,573262,2022,31,485,104,54,31,2,17,141,25.3,10.9,.214,.392,.305,0.697,,.392,.313,89.9,19.9,36.2,39,11.1,63.4,15.6,22.2,42.5,54.4,296,1361,654,,27.0,
Contreras, Willson,575929,2022,30,416,101,54,23,2,22,103,21.1,9.2,.243,.466,.349,0.815,,.463,.362,90.4,8.5,30.2,33,10.5,73.1,20.8,31.8,51.1,48.9,262,992,501,,27.6,
Iglesias, Jose,578428,2022,32,439,128,95,30,0,3,56,12,3.6,.292,.380,.328,0.708,,.323,.304,83.8,6,30.6,2,0.5,63.4,7.6,41.3,21.2,78.8,193,1023,477,8,28.4,
Bryant, Kris,592178,2022,30,160,49,32,12,0,5,27,14.9,9.4,.306,.475,.376,0.851,,.426,.352,85,13.5,31.9,9,6.7,72.7,13.2,24.2,44.3,55.7,100,419,143,,27.3,
Canha, Mark,592192,2022,33,462,123,86,24,0,13,97,17.9,8.9,.266,.403,.367,0.770,,.362,.351,87.7,10.9,32.2,18,4.9,61,18.4,24.3,31.5,68.2,217,1266,637,,27.5,
Casali, Curt,592200,2022,33,148,30,21,4,0,5,50,28.4,13.6,.203,.331,.318,0.649,,.325,.309,87.1,25.4,35,6,6,71.2,21.8,23.2,43.8,53.9,81,450,235,,24.6,
Castellanos, Nick,592206,2022,30,524,138,98,27,0,13,130,23.3,5.2,.263,.389,.305,0.694,,.395,.293,87.5,14.6,36.9,26,6.6,76.8,20.2,39.6,52.5,47.5,245,958,739,,27.7,
Drury, Brandon,592273,2022,29,518,136,75,31,2,28,126,22.2,6.7,.263,.492,.320,0.812,,.420,.303,89.1,13.8,34.8,41,10.4,62.5,14.2,30.1,35.8,64.2,210,1302,671,,27.0,
Gamel, Ben,592325,2022,30,371,86,55,20,2,9,98,23.2,11.3,.232,.369,.324,0.693,,.372,.335,88.8,11.3,38,17,6.2,64.9,12.4,23.7,51.9,48.1,265,959,458,1,27.9,
Judge, Aaron,592450,2022,30,570,177,87,28,0,62,175,25.1,15.9,.311,.686,.425,1.111,,.706,.422,95.9,15,39,106,26.5,66.1,20.3,22.9,53.2,46.5,457,1488,811,,27.3,
Machado, Manny,592518,2022,29,578,172,102,37,1,32,133,20.7,9.8,.298,.531,.366,0.897,,.447,.338,91.5,16,36.7,44,9.8,74.4,17.7,30.7,39.8,60.2,265,1410,641,,26.4,
Moran, Colin,592567,2022,29,109,23,15,3,0,5,30,23.4,12.5,.211,.376,.305,0.681,,.383,.328,90.4,10.3,30.5,7,8.5,73.6,16.2,30.8,49.5,50.5,73,306,142,,24.0,
Pederson, Joc,592626,2022,30,380,104,59,19,3,23,100,23.1,9.7,.274,.521,.353,0.874,,.502,.348,93.2,14.8,34.2,43,15.1,65,14.3,29.6,43.4,55.8,297,880,484,,26.0,
Realmuto, J.T.,592663,2022,31,504,139,86,26,5,22,119,21.2,7.3,.276,.478,.342,0.820,,.463,.342,90.3,13.1,35.6,44,11.3,67.7,19.6,31,38.4,61.6,203,1210,678,5,28.7,
Renfroe, Hunter,592669,2022,30,474,121,68,23,1,29,121,23.2,7.5,.255,.492,.315,0.807,,.438,.303,90.5,17.7,32.7,39,10.9,66.2,18.8,31.8,41.7,58.3,247,1054,640,,27.1,
Rosario, Eddie,592696,2022,30,250,53,35,12,1,5,68,25.2,6.3,.212,.328,.259,0.587,,.318,.249,87.7,15.2,32.4,10,5.4,70.2,22.2,40.4,45,52.8,167,528,298,,27.6,
Yelich, Christian,592885,2022,30,575,145,102,25,4,14,162,24.1,13.1,.252,.383,.355,0.738,,.404,.360,91.5,3.6,30.3,34,8.2,65.4,14.8,23.2,51.2,48.5,296,1643,741,8,28.1,
Merrifield, Whit,593160,2022,33,504,126,86,28,1,11,85,15.5,6.9,.250,.375,.298,0.673,,.356,.292,87.1,15.1,37.9,18,4.2,71.4,13.8,29.8,33.1,65.9,181,1158,610,1,28.6,
Bogaerts, Xander,593428,2022,29,557,171,118,38,0,15,118,18.7,9,.307,.456,.377,0.833,,.383,.338,88.1,10.2,30.3,29,6.5,63.5,18.5,29.2,37.6,62.4,284,1370,723,1,27.9,
Alberto, Hanser,593643,2022,29,156,38,25,9,2,2,25,15.7,1.9,.244,.365,.258,0.623,,.304,.231,82.9,10.8,30.5,2,1.5,76.4,19.1,47.6,35.4,60.6,80,254,176,,26.0,
Polanco, Jorge,593871,2022,28,375,88,56,16,0,16,95,21.3,14.4,.235,.405,.346,0.751,,.451,.361,89,21.7,37.7,29,10.2,61.1,18,25.2,42.6,57,411,962,485,1,28.2,
Calhoun, Kole,594777,2022,34,388,76,49,14,1,12,136,32.1,6.4,.196,.330,.257,0.587,,.382,.284,90.8,15.4,40.4,25,9.8,78.4,27.5,32.3,53.6,46.4,250,901,491,,25.3,
Duvall, Adam,594807,2022,33,287,61,32,16,1,12,101,32.1,6.7,.213,.401,.276,0.677,,.395,.274,88.3,23.4,36.2,24,12.8,67.4,21.4,34.3,43.9,56.1,121,654,394,,28.0,
Kiermaier, Kevin,595281,2022,32,206,47,32,8,0,7,61,27.6,6.3,.228,.369,.281,0.650,,.388,.301,87.9,5.3,33.8,10,6.9,75.2,20.3,27.9,63.5,35.7,160,448,192,5,29.2,
Alfaro, Jorge,595751,2022,29,256,63,42,14,0,7,98,35.8,4,.246,.383,.285,0.668,,.397,.278,89.4,8,38.5,18,11.2,80.8,28.1,46,53.9,46.1,126,531,332,,28.7,
Profar, Jurickson,595777,2022,29,575,140,87,36,2,15,103,15.7,11.1,.243,.391,.331,0.722,,.359,.340,87.5,12.9,34.7,19,4,64.2,13.9,23.7,31.5,68,460,1581,706,,26.6,
Baez, Javier,595879,2022,29,555,132,84,27,4,17,147,24.9,4.4,.238,.393,.278,0.671,,.378,.272,87.9,9.6,29.7,33,8,67.9,22.3,47.5,49.1,50.9,263,949,758,,27.9,
Cave, Jake,595909,2022,29,164,35,20,7,3,5,49,27.7,6.2,.213,.384,.260,0.644,,.395,.261,90.7,14.4,38.5,12,10.3,73,26,30.6,54.4,45.6,99,376,210,,28.0,
Hedges, Austin,595978,2022,29,294,48,37,4,0,7,78,23.1,7.4,.163,.248,.241,0.489,,.261,.257,84.2,16.7,31.9,7,3.1,68.4,17.8,28.5,47.4,50,85,736,407,,24.5,
Lindor, Francisco,596019,2022,28,630,170,114,25,5,26,133,18.8,8.4,.270,.449,.339,0.788,,.427,.326,89.3,13.8,29.2,42,8.3,68.1,14.4,29.9,40,59.8,392,1562,810,,27.6,
